content;score;thumbsUpCount;at;appVersion
horrible ces derniers temps cela fait des années que jutilise spotify quotifiennement non premium et je nai jamais eu de soucis mais ça fait quelques semaines que jai de la publicité quasiment entre chaque morceau et je nexagère pas même quand je suis sensée avoir 30minutes sans pub jen ai au bout de 8 minutes cest insupportable et à ce rythme là autant aller sur youtube;3;144;27/06/2021;8.6.34.749
appli plutôt fluide je suis abonné mais les lectures aléatoires ne sont pas aléatoires ça pioche dans les derniers titres likés et ça tourne en boucle cest très énervant on nentend du coup presque jamais les anciens titres likés et cest très répétitif autre problème impossible de joindre un sav jai un album que jaime bcp et que je ne peux jamais écouter en entier ça sarrête en plein milieu je pense que je vais essayer deezer pour voir si lexpérience est meilleure;2;143;23/02/2024;8.9.16.593
bon en ce moment ce nest plus possible déjà depuis quelques temps je trouvais lappli android lente et parfois la lecture sarrêtait brusquement mais là depuis hier je ne peux carrément plus lancer de musique que ce soit en 4g en wifi sur des musiques téléchargées le lecteur reste bloqué à 0 quelle que soit la musique lappli est donc inutilisable jai tout essayé éteindrerallumer le téléphone reinstallé lappli modifier certains paramètres rien y fait;1;143;20/07/2021;8.6.44.851
avant autant ça passait maintenant cest juste insupportable 3 pubs avant la musique zapper que 6 fois aléatoire et impossible de sélectionner un titre en particulier on peut même plus écouter tranquille de la musique en arrière plan car tu dois toujours passer sur lapp pour en lire une autre vraiment si vous avez le choix privilégiez sur ordi car là tes un pigeon premium ou utilisez une appli concurrente qui fera mieux que ce truc;1;143;15/10/2021;8.6.66.1238
très très bonne appli mais les gars tout ce que me propose spotify dans les pour toi cest tous les morceaux que jai déjà dans mes playlists je trouve quil manque un flow ou autre chose pour découvrir des zik quon ne connait pas forcément si cest déjà dans ma playlist jvois pas lintérêt de me les proposer allez au boulot les gars jaimerais être étonné par moment;4;143;01/03/2022;8.7.8.1206
edit maintenant spotify réussit à se lancer tout seul javais donné 5 étoiles en pensant que le problème était résolu mais en fait non spotify reste bloqué sur une musique précédente et je ne peux rien faire dautre que redémarrer lapplication je crois quil y a assez de gens qui ont le même souci pour que ça vous interpelle merci de faire le nécessaire pour résoudre ce bug;1;143;19/10/2020;8.5.80.1037
la qualité de lapplication se dégrade dannée en année compte premium depuis des années jai jamais vu autant de bugs et de nonoptimisation titres téléchargés qui napparaissent pas hors connexion ce qui est quand même un des critères du compte premium problèmes de connexion alors que le téléphone est en 4g et une interface qui rame même le cache vidé sans parler de lergonomie de linterface qui a mon goût est moins intuitive mise à jour après mise à jour;2;143;06/09/2021;8.6.58.994
déçu jai toujours était super fan de cette appli doù le fait que jai pris un abonnement je lutilise tous les jours depuis des années et depuis quelques mois je dirais vers lété jai que des coupures intempestives de lappli la bannière qui disparaît et la lecture qui narrête pas de ce mettre en pause toute seule jai aussi essayé sur ma télé du salon et lappli sur la télé fait pareil que le tel donc ça commence à être super chiant cette histoire jai ralenti mon utilisation depuis;3;143;15/10/2022;8.7.74.443
bonjour spotify ça fait plus d1 ans que je suis chez vous sans problèmes mais là depuis la dernière mise à jours cest insupportable je suis obligé au bout de 12h de non dutilisation de désinstaller et réinstaller lapplicationimpossible davoir quelques chosesça charge et ça plante et tout comme un autre commentaire je suis aussi en hors ligne alors que je suis membre premium pourriez vous faire quelques choses svp merci infiniment;3;143;04/05/2020;8.5.55.1105
depuis plusieurs mois lappli déconne fortement me dit systématiquement que je ne suis pas connectée à internet alors que cest faux obligée de désinstaller pour réinstaller plusieurs fois par semaine pour pouvoir profiter et je paye un abonnement mais si ça continue et vu que je ne suis pas la seule concernée par le problème jirai voir la concurrence;1;143;03/12/2019;8.5.33.831
alors jai téléchargé cette application parce que je navais plus dabonnement gratuit à deezer et donc jétais dans lincapacité de lutiliser sur mon téléphone pas mal de personnes en dise du bien donc ça doit pas être mal juste quelques pubs ha je ne peux pas choisir quelle musique je veux écouter dans ma playlist je ne peux pas répéter une chanson je ne peux pas skip plus de six chansons jai une seule musique dans ma playlist et ils sont pas fichus de la mettre je suis déçue;2;142;10/06/2022;8.7.36.923
qui naime pas la musique na pas cette application assez frileux des radios proposant trop peu voire aucune profondeur découte je me suis mis à spotify pour corriger le tir malgré 23 bugs cest un bon choix jai la sensation de ne jamais écouter la même chose cette appli est un puit de culture musicale et propose un large panel de tout ou parti de vos artistes préférées depuis que de découvertes et de bijoux musicaux cachés ici et là bonnes écoutes et bonnes découvertes;5;142;08/06/2021;8.6.32.925
jadore cest super je ny ai pas accès sans connexion mais cest parce que je suis pas premium je prends plaisir à ranger en mettant de la musique sur une enceinte connecté jai quand même un petit truc à reprocher cezt que les titres suggérés cest bien mais en ce moment ils deviennent très envahissants à tel point que je nai plus vraiment la playlist dorigine;4;142;08/11/2021;8.6.74.1176
cette application est juste pénible parce quà chaque fois que je veux mettre une musique que jai liké ou dune autre playlist il me met une musique que je nai pas choisi et pour spotify premium il ne fait que de safficher et à cause de ça je ne peux pas passer à la musique suivante ou précédente cest absolument horrible;2;142;27/02/2022;8.7.8.1206
très malhonnête vous avez 2 semaines dessai pour montrer lapplication et cest super rien à dire mais des que vous basculez en mode spotify gratuit on ne peut plus écouter les musiques à notre convenance impossible de choisir quelle musique écouter dans un album la pub ne maurait absolument pas dérangé mais supprimer la possibilité de dire quelle musique écouter cest vraiment honteux je ne recommande pas cette appli;1;142;18/02/2024;8.9.14.543
jaime beaucoup lapplication mais quand jécoute de la musique a un moment donné il y a une pub et ça me faisait pas ça avant je peux pas écouter ce que je veux il me propose des chansons que jaime pas et que je veux pas écouter je peux mlus sélectionner leschansons que jaime et ni écouter dans ma playlist correctement et ça ménerve;2;141;11/02/2021;8.6.0.830
spotify perd beaucoup trop de musiques en parcourant toutes mes playlists une soixantaine de musiques nétaient plus disponible mais sur youtube music elles sont disponible je pense que le catalogue de musiques est à améliorer il faut ajouter du contenu pour que lappli soit au top;2;141;21/02/2023;8.8.10.582
je suis très mitigée par rapport à cette application les contenus proposés sont très biens hors bien sûr quand on peut les écouter cest bien beau doffrir deux semaines premiums sauf quaprès les titres ne se jouent plus dans lordre souhaité littéralement les titres demandés ne se jouent pas et les pubs un calvaire au moins quatre pubs avant de pouvoir écouter une musique bref je garde lapplication mais il va falloir revoir vos tactiques marketing;3;141;08/07/2023;8.8.48.523
je suis accro à spotify depuis plusieurs années et utilisateur premium depuis 34 ans je ne pourrai plus men passer en revanche lappli android ces derniers temps est souvent longue à charger ou ne charge pas du tout avec un message pas de connexion internet alors que cest le cas cest agaçant surtout lorsque lon est abonné au service premium edit 40 jours plus tard toujours pas damélioration seule solution télécharger une ancienne version du mois de mars et bloquer les maj;3;141;23/06/2021;8.6.10.581
